HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:12226	TRBV6-1	T cell receptor beta variable 6-1	Approved	T cell receptor gene		TRBV61, TCRBV13S3, TCRBV6S1	7q34	28606	ENSG00000211706	OTTHUMG00000158531	372	T cell receptor beta locus at 7q34
HGNC:12227	TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene)	Approved	T cell receptor gene		TRBV62, TCRBV13S2A1T, TCRBV6S2	7q34	28605	ENSG00000283063	OTTHUMG00000191598	372	T cell receptor beta locus at 7q34
HGNC:12228	TRBV6-3	T cell receptor beta variable 6-3	Approved	T cell receptor gene		TRBV63, TCRBV13S9/13S2A1T, TCRBV6S3	7q34 alternate reference locus	28604			372	T cell receptor beta locus at 7q34
HGNC:12176	TRBV1	T cell receptor beta variable 1 (pseudogene)	Approved	T cell receptor pseudogene		TCRBV27S1P, TCRBV1S1P	7q34	28621	ENSG00000242736	OTTHUMG00000158515	372	T cell receptor beta locus at 7q34
HGNC:12229	TRBV6-4	T cell receptor beta variable 6-4	Approved	T cell receptor gene		TRBV64, TCRBV13S5, TCRBV6S4	7q34	28603	ENSG00000211713	OTTHUMG00000158533	372	T cell receptor beta locus at 7q34
HGNC:12230	TRBV6-5	T cell receptor beta variable 6-5	Approved	T cell receptor gene		TRBV65, TCRBV13S1, TCRBV6S5	7q34	28602	ENSG00000211721	OTTHUMG00000158519	372	T cell receptor beta locus at 7q34
HGNC:12231	TRBV6-6	T cell receptor beta variable 6-6	Approved	T cell receptor gene		TRBV66, TCRBV13S6A2T, TCRBV6S6	7q34	28601	ENSG00000211724	OTTHUMG00000158509	372	T cell receptor beta locus at 7q34
HGNC:12232	TRBV6-7	T cell receptor beta variable 6-7 (non-functional)	Approved	T cell receptor gene		TRBV67, TCRBV13S8P, TCRBV6S7	7q34	28600	ENSG00000253188	OTTHUMG00000158511	372	T cell receptor beta locus at 7q34
HGNC:12233	TRBV6-8	T cell receptor beta variable 6-8	Approved	T cell receptor gene		TRBV68, TCRBV13S7P, TCRBV6S8	7q34	28599	ENSG00000253534	OTTHUMG00000158916	372	T cell receptor beta locus at 7q34
HGNC:12234	TRBV6-9	T cell receptor beta variable 6-9	Approved	T cell receptor gene		TRBV69, TCRBV13S4, TCRBV6S9	7q34 alternate reference locus	28598			372	T cell receptor beta locus at 7q34
HGNC:12235	TRBV7-1	T cell receptor beta variable 7-1 (non-functional)	Approved	T cell receptor gene		TRBV71, TCRBV6S7P, TCRBV7S1	7q34	28597	ENSG00000211707	OTTHUMG00000158529	372	T cell receptor beta locus at 7q34
HGNC:12236	TRBV7-2	T cell receptor beta variable 7-2	Approved	T cell receptor gene		TRBV72, TCRBV6S5A1N1, TCRBV7S2	7q34	28596	ENSG00000282939	OTTHUMG00000191599	372	T cell receptor beta locus at 7q34
HGNC:12237	TRBV7-3	T cell receptor beta variable 7-3	Approved	T cell receptor gene		TRBV73, TCRBV6S1A1N1, TCRBV7S3	7q34	28595	ENSG00000211714	OTTHUMG00000158528	372	T cell receptor beta locus at 7q34
HGNC:12238	TRBV7-4	T cell receptor beta variable 7-4 (gene/pseudogene)	Approved	T cell receptor gene		TRBV74, TCRBV6S8A2T, TCRBV7S4	7q34	28594	ENSG00000253409	OTTHUMG00000158508	372	T cell receptor beta locus at 7q34
HGNC:12195	TRBV2	T cell receptor beta variable 2	Approved	T cell receptor gene		TCRBV22S1A2N1T, TCRBV2S1	7q34	28620	ENSG00000226660	OTTHUMG00000158532	372	T cell receptor beta locus at 7q34
HGNC:12239	TRBV7-5	T cell receptor beta variable 7-5 (pseudogene)	Approved	T cell receptor pseudogene		TRBV75, TCRBV6S9P, TCRBV7S5	7q34	28593	ENSG00000227550	OTTHUMG00000158506	372	T cell receptor beta locus at 7q34
HGNC:12240	TRBV7-6	T cell receptor beta variable 7-6	Approved	T cell receptor gene		TRBV76, TCRBV6S3A1N1T, TCRBV7S6	7q34	28592	ENSG00000211727	OTTHUMG00000158882	372	T cell receptor beta locus at 7q34
HGNC:12241	TRBV7-7	T cell receptor beta variable 7-7	Approved	T cell receptor gene		TRBV77, TCRBV6S6A2T, TCRBV7S7	7q34	28591	ENSG00000253291	OTTHUMG00000158872	372	T cell receptor beta locus at 7q34
HGNC:12242	TRBV7-8	T cell receptor beta variable 7-8	Approved	T cell receptor gene		TRBV78, TCRBV6S2A1N1T, TCRBV7S8	7q34 alternate reference locus	28590			372	T cell receptor beta locus at 7q34
HGNC:12243	TRBV7-9	T cell receptor beta variable 7-9	Approved	T cell receptor gene		TRBV79, TCRBV6S4A1, TCRBV7S9	7q34	28589	ENSG00000278030	OTTHUMG00000188552	372	T cell receptor beta locus at 7q34
HGNC:12244	TRBV8-1	T cell receptor beta variable 8-1 (pseudogene)	Approved	T cell receptor pseudogene		TRBV81, TCRBV30S1P, TCRBV8S1P	7q34	28588	ENSG00000243889	OTTHUMG00000158518	372	T cell receptor beta locus at 7q34
HGNC:12245	TRBV8-2	T cell receptor beta variable 8-2 (pseudogene)	Approved	T cell receptor pseudogene		TRBV82, TCRBV32S1P	7q34	28587	ENSG00000239944	OTTHUMG00000158530	372	T cell receptor beta locus at 7q34
HGNC:12246	TRBV9	T cell receptor beta variable 9	Approved	T cell receptor gene		TCRBV1S1A1N1, TCRBV9S1	7q34	28586	ENSG00000211716	OTTHUMG00000158527	372	T cell receptor beta locus at 7q34
HGNC:12177	TRBV10-1	T cell receptor beta variable 10-1(gene/pseudogene)	Approved	T cell receptor gene		TRBV101, TCRBV10S1, TCRBV12S2A1T, TCRBV12S2	7q34	28585	ENSG00000211717	OTTHUMG00000158514	372	T cell receptor beta locus at 7q34
HGNC:12178	TRBV10-2	T cell receptor beta variable 10-2	Approved	T cell receptor gene		TRBV102, TCRBV10S2, TCRBV12S3	7q34	28584	ENSG00000229769	OTTHUMG00000158535	372	T cell receptor beta locus at 7q34
HGNC:12212	TRBV3-1	T cell receptor beta variable 3-1	Approved	T cell receptor gene		TRBV31, TCRBV3S1, TCRBV9S1A1T	7q34	28619	ENSG00000237702	OTTHUMG00000158526	372	T cell receptor beta locus at 7q34
HGNC:12179	TRBV10-3	T cell receptor beta variable 10-3	Approved	T cell receptor gene		TRBV103, TCRBV10S3, TCRBV12S1A1N2	7q34	28583	ENSG00000275791	OTTHUMG00000188554	372	T cell receptor beta locus at 7q34
HGNC:12180	TRBV11-1	T cell receptor beta variable 11-1	Approved	T cell receptor gene		TRBV111, TCRBV11S1, TCRBV21S1	7q34	28582	ENSG00000211720	OTTHUMG00000158505	372	T cell receptor beta locus at 7q34
HGNC:12181	TRBV11-2	T cell receptor beta variable 11-2	Approved	T cell receptor gene		TRBV112, TCRBV11S2, TCRBV21S3A2N2T	7q34	28581	ENSG00000241657	OTTHUMG00000158536	372	T cell receptor beta locus at 7q34
HGNC:12182	TRBV11-3	T cell receptor beta variable 11-3	Approved	T cell receptor gene		TRBV113, TCRBV11S3, TCRBV21S2A2	7q34	28580	ENSG00000276597	OTTHUMG00000188555	372	T cell receptor beta locus at 7q34
HGNC:12183	TRBV12-1	T cell receptor beta variable 12-1 (pseudogene)	Approved	T cell receptor pseudogene		TRBV121, TCRBV12S1, TCRBV8S4P	7q34	28579	ENSG00000244661	OTTHUMG00000158507	372	T cell receptor beta locus at 7q34
HGNC:12184	TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)	Approved	T cell receptor pseudogene		TRBV122, TCRBV12S2, TCRBV8S5P	7q34	28578	ENSG00000211739	OTTHUMG00000158523	372	T cell receptor beta locus at 7q34
HGNC:12185	TRBV12-3	T cell receptor beta variable 12-3	Approved	T cell receptor gene		TRBV123, TCRBV12S3, TCRBV8S1	7q34	28577	ENSG00000274752	OTTHUMG00000188556	372	T cell receptor beta locus at 7q34
HGNC:12186	TRBV12-4	T cell receptor beta variable 12-4	Approved	T cell receptor gene		TRBV124, TCRBV12S4, TCRBV8S2A1T	7q34	28576	ENSG00000276953	OTTHUMG00000188557	372	T cell receptor beta locus at 7q34
HGNC:12187	TRBV12-5	T cell receptor beta variable 12-5	Approved	T cell receptor gene		TRBV125, TCRBV12S5, TCRBV8S3	7q34	28575	ENSG00000275158	OTTHUMG00000188558	372	T cell receptor beta locus at 7q34
HGNC:12188	TRBV13	T cell receptor beta variable 13	Approved	T cell receptor gene		TCRBV13S1, TCRBV23S1A2T	7q34	28574	ENSG00000276405	OTTHUMG00000188553	372	T cell receptor beta locus at 7q34
HGNC:12213	TRBV3-2	T cell receptor beta variable 3-2 (pseudogene)	Approved	T cell receptor pseudogene		TRBV32, TCRBV3S2, TCRBV9S2A2PT	7q34 alternate reference locus	28618			372	T cell receptor beta locus at 7q34
HGNC:12189	TRBV14	T cell receptor beta variable 14	Approved	T cell receptor gene		TCRBV14S1, TCRBV16S1A1N1	7q34	28573	ENSG00000275743	OTTHUMG00000188559	372	T cell receptor beta locus at 7q34
HGNC:12190	TRBV15	T cell receptor beta variable 15	Approved	T cell receptor gene		TCRBV15S1, TCRBV24S1A3T	7q34	28572	ENSG00000276819	OTTHUMG00000188560	372	T cell receptor beta locus at 7q34
HGNC:12191	TRBV16	T cell receptor beta variable 16 (gene/pseudogene)	Approved	T cell receptor gene		TCRBV16S1, TCRBV25S1A2PT	7q34	28571	ENSG00000275243	OTTHUMG00000188561	372	T cell receptor beta locus at 7q34
HGNC:12192	TRBV17	T cell receptor beta variable 17 (non-functional)	Approved	T cell receptor gene		TCRBV17S1, TCRBV26S1P	7q34	28570	ENSG00000277880	OTTHUMG00000188562	372	T cell receptor beta locus at 7q34
HGNC:12193	TRBV18	T cell receptor beta variable 18	Approved	T cell receptor gene		TCRBV18S1	7q34	28569	ENSG00000276557	OTTHUMG00000188563	372	T cell receptor beta locus at 7q34
HGNC:12194	TRBV19	T cell receptor beta variable 19	Approved	T cell receptor gene		TCRBV17S1A1T, TCRBV19S1	7q34	28568	ENSG00000211746	OTTHUMG00000158877	372	T cell receptor beta locus at 7q34
HGNC:12196	TRBV20-1	T cell receptor beta variable 20-1	Approved	T cell receptor gene		TRBV201, TCRBV20S1, TCRBV2S1	7q34	28567	ENSG00000211747	OTTHUMG00000158899	372	T cell receptor beta locus at 7q34
HGNC:12198	TRBV21-1	T cell receptor beta variable 21-1 (pseudogene)	Approved	T cell receptor pseudogene		TRBV211, TCRBV10S1P, TCRBV21S1	7q34	28566	ENSG00000251578	OTTHUMG00000158880	372	T cell receptor beta locus at 7q34
HGNC:12200	TRBV22-1	T cell receptor beta variable 22-1 (pseudogene)	Approved	T cell receptor pseudogene	TRBV22	TCRBV22S1, TCRBV29S1P	7q34	28565	ENSG00000240578	OTTHUMG00000158895	372	T cell receptor beta locus at 7q34
HGNC:12201	TRBV23-1	T cell receptor beta variable 23-1 (non-functional)	Approved	T cell receptor gene		TRBV231, TCRBV19S1P, TCRBV23S1	7q34	28564	ENSG00000211749	OTTHUMG00000158920	372	T cell receptor beta locus at 7q34
HGNC:12215	TRBV4-1	T cell receptor beta variable 4-1	Approved	T cell receptor gene		TRBV41, TCRBV4S1, TCRBV7S1A1N2T, BV07S1J2.7	7q34	28617	ENSG00000211710	OTTHUMG00000158522	372	T cell receptor beta locus at 7q34
HGNC:12203	TRBV24-1	T cell receptor beta variable 24-1	Approved	T cell receptor gene		TRBV241, TCRBV15S1, TCRBV24S1	7q34	28563	ENSG00000211750	OTTHUMG00000158889	372	T cell receptor beta locus at 7q34
HGNC:12205	TRBV25-1	T cell receptor beta variable 25-1	Approved	T cell receptor gene		TRBV251, TCRBV11S1A1T, TCRBV25S1	7q34	28562	ENSG00000282499	OTTHUMG00000158868	372	T cell receptor beta locus at 7q34
HGNC:12207	TRBV26	T cell receptor beta variable 26 (pseudogene)	Approved	T cell receptor pseudogene		TCRBV26S1, TCRBV28S1P	7q34	28561	ENSG00000249912	OTTHUMG00000158928	372	T cell receptor beta locus at 7q34
HGNC:12208	TRBV27	T cell receptor beta variable 27	Approved	T cell receptor gene		TCRBV14S1, TCRBV27S1	7q34	28560	ENSG00000211752	OTTHUMG00000158924	372	T cell receptor beta locus at 7q34
HGNC:12209	TRBV28	T cell receptor beta variable 28	Approved	T cell receptor gene		TCRBV28S1, TCRBV3S1	7q34	28559	ENSG00000211753	OTTHUMG00000158900	372	T cell receptor beta locus at 7q34
HGNC:12210	TRBV29-1	T cell receptor beta variable 29-1	Approved	T cell receptor gene		TRBV291, TCRBV29S1, TCRBV4S1A1T	7q34	28558	ENSG00000232869	OTTHUMG00000158898	372	T cell receptor beta locus at 7q34
HGNC:12214	TRBV30	T cell receptor beta variable 30 (gene/pseudogene)	Approved	T cell receptor gene		TCRBV20S1A1N2, TCRBV30S1	7q34	28557	ENSG00000237254	OTTHUMG00000158907	372	T cell receptor beta locus at 7q34
HGNC:12247	TRBVA	T cell receptor beta variable A (pseudogene)	Approved	T cell receptor pseudogene		TCRBV33S1	7q34	28556	ENSG00000239992	OTTHUMG00000158911	372	T cell receptor beta locus at 7q34
HGNC:12248	TRBVB	T cell receptor beta variable B (pseudogene)	Approved	T cell receptor pseudogene		TCRBV34S1	7q34	28555	ENSG00000241911	OTTHUMG00000158869	372	T cell receptor beta locus at 7q34
HGNC:12158	TRBD1	T cell receptor beta diversity 1	Approved	T cell receptor gene		TCRBD1	7q34	28637	ENSG00000282431	OTTHUMG00000190602	372	T cell receptor beta locus at 7q34
HGNC:50321	TRBVC	T cell receptor beta variable C	Approved	T cell receptor gene			7q34	103106900			372	T cell receptor beta locus at 7q34
HGNC:12216	TRBV4-2	T cell receptor beta variable 4-2	Approved	T cell receptor gene		TRBV42, TCRBV4S2, TCRBV7S3A2T	7q34	28616	ENSG00000211745	OTTHUMG00000158525	372	T cell receptor beta locus at 7q34
HGNC:12159	TRBD2	T cell receptor beta diversity 2	Approved	T cell receptor gene		TCRBD2	7q34	28636			372	T cell receptor beta locus at 7q34
HGNC:12162	TRBJ1-1	T cell receptor beta joining 1-1	Approved	T cell receptor gene		TRBJ11, TCRBJ1S1	7q34	28635	ENSG00000282320	OTTHUMG00000190603	372	T cell receptor beta locus at 7q34
HGNC:12163	TRBJ1-2	T cell receptor beta joining 1-2	Approved	T cell receptor gene		TRBJ12, TCRBJ1S2	7q34	28634	ENSG00000282420	OTTHUMG00000190604	372	T cell receptor beta locus at 7q34
HGNC:12164	TRBJ1-3	T cell receptor beta joining 1-3	Approved	T cell receptor gene		TRBJ13, TCRBJ1S3	7q34	28633	ENSG00000282133	OTTHUMG00000190605	372	T cell receptor beta locus at 7q34
HGNC:12165	TRBJ1-4	T cell receptor beta joining 1-4	Approved	T cell receptor gene		TRBJ14, TCRBJ1S4	7q34	28632	ENSG00000281958	OTTHUMG00000190606	372	T cell receptor beta locus at 7q34
HGNC:12166	TRBJ1-5	T cell receptor beta joining 1-5	Approved	T cell receptor gene		TRBJ15, TCRBJ1S5	7q34	28631	ENSG00000282173	OTTHUMG00000190607	372	T cell receptor beta locus at 7q34
HGNC:12167	TRBJ1-6	T cell receptor beta joining 1-6	Approved	T cell receptor gene		TRBJ16, TCRBJ1S6	7q34	28630	ENSG00000282780	OTTHUMG00000190608	372	T cell receptor beta locus at 7q34
HGNC:12168	TRBJ2-1	T cell receptor beta joining 2-1	Approved	T cell receptor gene		TRBJ21, TCRBJ2S1	7q34	28629	ENSG00000211764	OTTHUMG00000158918	372	T cell receptor beta locus at 7q34
HGNC:12169	TRBJ2-2	T cell receptor beta joining 2-2	Approved	T cell receptor gene		TRBJ22, TCRBJ2S2	7q34	28628	ENSG00000211765	OTTHUMG00000158870	372	T cell receptor beta locus at 7q34
HGNC:12170	TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional)	Approved	T cell receptor gene		TRBJ22P	7q34	28627	ENSG00000211766	OTTHUMG00000158876	372	T cell receptor beta locus at 7q34
HGNC:12217	TRBV4-3	T cell receptor beta variable 4-3	Approved	T cell receptor gene		TRBV43, TCRBV4S3, TCRBV7S2A1N4T	7q34 alternate reference locus	28615			372	T cell receptor beta locus at 7q34
HGNC:12171	TRBJ2-3	T cell receptor beta joining 2-3	Approved	T cell receptor gene		TRBJ23, TCRBJ2S3	7q34	28626	ENSG00000211767	OTTHUMG00000158896	372	T cell receptor beta locus at 7q34
HGNC:12172	TRBJ2-4	T cell receptor beta joining 2-4	Approved	T cell receptor gene		TRBJ24, TCRBJ2S4	7q34	28625	ENSG00000211768	OTTHUMG00000158888	372	T cell receptor beta locus at 7q34
HGNC:12173	TRBJ2-5	T cell receptor beta joining 2-5	Approved	T cell receptor gene		TRBJ25, TCRBJ2S5	7q34	28624	ENSG00000211769	OTTHUMG00000158874	372	T cell receptor beta locus at 7q34
HGNC:12174	TRBJ2-6	T cell receptor beta joining 2-6	Approved	T cell receptor gene		TRBJ26, TCRBJ2S6	7q34	28623	ENSG00000211770	OTTHUMG00000158913	372	T cell receptor beta locus at 7q34
HGNC:12175	TRBJ2-7	T cell receptor beta joining 2-7	Approved	T cell receptor gene		TRBJ27, TCRBJ2S7	7q34	28622	ENSG00000211771	OTTHUMG00000158906	372	T cell receptor beta locus at 7q34
HGNC:12156	TRBC1	T cell receptor beta constant 1	Approved	T cell receptor gene		TCRBC1, BV05S1J2.2	7q34	28639	ENSG00000211751	OTTHUMG00000190609	372	T cell receptor beta locus at 7q34
HGNC:12157	TRBC2	T cell receptor beta constant 2	Approved	T cell receptor gene		TCRBC2	7q34	28638	ENSG00000211772	OTTHUMG00000158912	372	T cell receptor beta locus at 7q34
HGNC:12218	TRBV5-1	T cell receptor beta variable 5-1	Approved	T cell receptor gene		TRBV51, TCRBV5S1, TCRBV5S1A1T	7q34	28614	ENSG00000211734	OTTHUMG00000158520	372	T cell receptor beta locus at 7q34
HGNC:12252	TRD	T cell receptor delta locus	Approved	gene with protein product	TCRD, TRD@	TCRDV1	14q11.2	6964			374	T cell receptor delta locus at 14q11.2
HGNC:12259	TRDJ3	T cell receptor delta joining 3	Approved	T cell receptor gene			14q11.2	28520	ENSG00000211828	OTTHUMG00000170904	374	T cell receptor delta locus at 14q11.2
HGNC:12260	TRDJ4	T cell receptor delta joining 4	Approved	T cell receptor gene			14q11.2	28519	ENSG00000211826	OTTHUMG00000170902	374	T cell receptor delta locus at 14q11.2
HGNC:12253	TRDC	T cell receptor delta constant	Approved	T cell receptor gene			14q11.2	28526	ENSG00000211829	OTTHUMG00000170905	374	T cell receptor delta locus at 14q11.2
HGNC:12262	TRDV1	T cell receptor delta variable 1	Approved	T cell receptor gene		hDV101S1	14q11.2	28518	ENSG00000211804	OTTHUMG00000170651	374	T cell receptor delta locus at 14q11.2
HGNC:12263	TRDV2	T cell receptor delta variable 2	Approved	T cell receptor gene		hDV102S1, MGC117421	14q11.2	28517	ENSG00000211821	OTTHUMG00000170843	374	T cell receptor delta locus at 14q11.2
HGNC:12264	TRDV3	T cell receptor delta variable 3	Approved	T cell receptor gene		hDV103S1	14q11.2	28516	ENSG00000256590	OTTHUMG00000168896	374	T cell receptor delta locus at 14q11.2
HGNC:12254	TRDD1	T cell receptor delta diversity 1	Approved	T cell receptor gene			14q11.2	28525	ENSG00000223997	OTTHUMG00000170844	374	T cell receptor delta locus at 14q11.2
HGNC:12255	TRDD2	T cell receptor delta diversity 2	Approved	T cell receptor gene			14q11.2	28524	ENSG00000237235	OTTHUMG00000170845	374	T cell receptor delta locus at 14q11.2
HGNC:12256	TRDD3	T cell receptor delta diversity 3	Approved	T cell receptor gene			14q11.2	28523	ENSG00000228985	OTTHUMG00000170846	374	T cell receptor delta locus at 14q11.2
HGNC:12257	TRDJ1	T cell receptor delta joining 1	Approved	T cell receptor gene			14q11.2	28522	ENSG00000211825	OTTHUMG00000170847	374	T cell receptor delta locus at 14q11.2
HGNC:12258	TRDJ2	T cell receptor delta joining 2	Approved	T cell receptor gene			14q11.2	28521	ENSG00000211827	OTTHUMG00000170903	374	T cell receptor delta locus at 14q11.2
HGNC:12271	TRG	T cell receptor gamma locus	Approved	gene with protein product	TCRG, TRG@		7p14	6965			375	T cell receptor gamma locus at 7p14
HGNC:12294	TRGV8	T cell receptor gamma variable 8	Approved	T cell receptor gene	TCRGV8	V1S8	7p14.1	6982	ENSG00000211696	OTTHUMG00000155098	375	T cell receptor gamma locus at 7p14
HGNC:12295	TRGV9	T cell receptor gamma variable 9	Approved	T cell receptor gene	TCRGV9	V2	7p14.1	6983	ENSG00000211695	OTTHUMG00000155218	375	T cell receptor gamma locus at 7p14
HGNC:12285	TRGV10	T cell receptor gamma variable 10 (non-functional)	Approved	T cell receptor gene	TCRGV10	V3P	7p14.1	6984	ENSG00000211694	OTTHUMG00000155223	375	T cell receptor gamma locus at 7p14
HGNC:12286	TRGV11	T cell receptor gamma variable 11 (non-functional)	Approved	T cell receptor gene	TCRGV11	V4P	7p14.1	6985	ENSG00000211693	OTTHUMG00000155221	375	T cell receptor gamma locus at 7p14
HGNC:12296	TRGVA	T cell receptor gamma variable A (pseudogene)	Approved	T cell receptor pseudogene	TCRGVA	V5P	7p14.1	6986	ENSG00000225992	OTTHUMG00000155224	375	T cell receptor gamma locus at 7p14
HGNC:12297	TRGVB	T cell receptor gamma variable B (pseudogene)	Approved	T cell receptor pseudogene	TCRGVB	V6P	7p14.1	6987	ENSG00000231202	OTTHUMG00000155216	375	T cell receptor gamma locus at 7p14
HGNC:12277	TRGJ1	T cell receptor gamma joining 1	Approved	T cell receptor gene	TCRGJ1	J1	7p14.1	6968	ENSG00000211690	OTTHUMG00000155214	375	T cell receptor gamma locus at 7p14
HGNC:12278	TRGJ2	T cell receptor gamma joining 2	Approved	T cell receptor gene	TCRGJ2	J2	7p14.1	6969	ENSG00000211687	OTTHUMG00000155217	375	T cell receptor gamma locus at 7p14
HGNC:12279	TRGJP	T cell receptor gamma joining P	Approved	T cell receptor gene	TCRGJP	JP	7p14.1	6970	ENSG00000211691	OTTHUMG00000155220	375	T cell receptor gamma locus at 7p14
HGNC:12280	TRGJP1	T cell receptor gamma joining P1	Approved	T cell receptor gene	TCRGJP1	JP1	7p14.1	6971	ENSG00000211692	OTTHUMG00000155226	375	T cell receptor gamma locus at 7p14
HGNC:12284	TRGV1	T cell receptor gamma variable 1 (non-functional)	Approved	T cell receptor gene	TCRGV1	V1S1P	7p14.1	6973	ENSG00000211701	OTTHUMG00000155097	375	T cell receptor gamma locus at 7p14
HGNC:12281	TRGJP2	T cell receptor gamma joining P2	Approved	T cell receptor gene	TCRGJP2	JP2	7p14.1	6972	ENSG00000211688	OTTHUMG00000155222	375	T cell receptor gamma locus at 7p14
HGNC:12275	TRGC1	T cell receptor gamma constant 1	Approved	T cell receptor gene	TCRGC1	C1	7p14.1	6966	ENSG00000211689	OTTHUMG00000155219	375	T cell receptor gamma locus at 7p14
HGNC:12276	TRGC2	T cell receptor gamma constant 2	Approved	T cell receptor gene	TCRGC2	TRGC2(2X), TRGC2(3X)	7p14.1	6967	ENSG00000227191	OTTHUMG00000155215	375	T cell receptor gamma locus at 7p14
HGNC:12287	TRGV2	T cell receptor gamma variable 2	Approved	T cell receptor gene	TCRGV2	VIS2	7p14.1	6974	ENSG00000233306	OTTHUMG00000155105	375	T cell receptor gamma locus at 7p14
HGNC:12288	TRGV3	T cell receptor gamma variable 3	Approved	T cell receptor gene	TCRGV3	V1S3	7p14.1	6976	ENSG00000211699	OTTHUMG00000155102	375	T cell receptor gamma locus at 7p14
HGNC:12289	TRGV4	T cell receptor gamma variable 4	Approved	T cell receptor gene	TCRGV4	V1S4	7p14.1	6977	ENSG00000211698	OTTHUMG00000155099	375	T cell receptor gamma locus at 7p14
HGNC:12290	TRGV5	T cell receptor gamma variable 5	Approved	T cell receptor gene	TCRGV5	V1S5	7p14.1	6978	ENSG00000211697	OTTHUMG00000155101	375	T cell receptor gamma locus at 7p14
HGNC:12291	TRGV5P	T cell receptor gamma variable 5P (pseudogene)	Approved	T cell receptor pseudogene	TCRGV5P	V1S5P	7p14.1	6979	ENSG00000228668	OTTHUMG00000155095	375	T cell receptor gamma locus at 7p14
HGNC:12292	TRGV6	T cell receptor gamma variable 6 (pseudogene)	Approved	T cell receptor pseudogene	TCRGV6	V1S5P, TCRGV5P	7p14.1	6980	ENSG00000226212	OTTHUMG00000155096	375	T cell receptor gamma locus at 7p14
HGNC:12293	TRGV7	T cell receptor gamma variable 7 (pseudogene)	Approved	T cell receptor pseudogene	TCRGV7	V1S7P	7p14.1	6981	ENSG00000249978	OTTHUMG00000155100	375	T cell receptor gamma locus at 7p14
